Circuit: * C:\dwh\dwh\doc\power_supply_design\designs\LTC1735\LTC1735_ex1_bode.asc

DWH: Results for .step param freq list 100 300 1k 2k 3k 4k 5k 7k 10k 20k 30k 50k 70k 100k 200k 300k 500k 700k 1Meg

Direct Newton iteration for .op point succeeded.
.step freq=100
Heightened Def Con from 0.000930389 to 0.000930391
Heightened Def Con from 0.000932437 to 0.000932439
.step freq=300
.step freq=1000
.step freq=2000
.step freq=3000
.step freq=4000
.step freq=5000
.step freq=7000
.step freq=10000
.step freq=20000
.step freq=30000
.step freq=50000
.step freq=70000
.step freq=100000
.step freq=200000
.step freq=300000
.step freq=500000
.step freq=700000
.step freq=1e+006


Measurement: aavg
  step	AVG(v(a))	FROM	TO
     4	1.58806	0	0.005
     5	1.58803	0	0.00333333
     6	1.58794	0	0.0025
     7	1.58796	0	0.002
     8	1.58788	0	0.00142857
     9	1.58802	0	0.001
    10	1.58806	0	0.001
    11	1.58802	0	0.001
    12	1.58808	0	0.001
    13	1.58772	0	0.001
    14	1.58798	0	0.001
    15	1.58819	0	0.001
    16	1.58836	0	0.001
    17	1.58789	0	0.001
    18	1.58764	0	0.001
    19	1.58758	0	0.001

Measurement: davg
  step	AVG(v(d))	FROM	TO
     1	3.43162	0	0.1
     2	3.43168	0	0.0333333
     3	3.43202	0	0.01
     4	3.43223	0	0.005
     5	3.43198	0	0.00333333
     6	3.43309	0	0.0025
     7	3.43129	0	0.002
     8	3.43349	0	0.00142857
     9	3.43275	0	0.001
    10	3.43118	0	0.001
    11	3.43104	0	0.001
    12	3.43069	0	0.001
    13	3.43136	0	0.001
    14	3.43006	0	0.001
    15	3.43179	0	0.001
    16	3.4315	0	0.001
    17	3.43407	0	0.001
    18	3.43292	0	0.001
    19	3.43156	0	0.001

Measurement: are
  step	AVG((v(a)-aavg)*cos(360*time*freq))	FROM	TO
     1	2.88958e-005	0	0.1
     2	-3.21447e-005	0	0.0333333
     3	1.50529e-005	0	0.01
     4	-0.000188905	0	0.005
     5	-4.76367e-005	0	0.00333333
     6	0.000619989	0	0.0025
     7	0.000623573	0	0.002
     8	-0.00184989	0	0.00142857
     9	0.000266582	0	0.001
    10	0.001097	0	0.001
    11	0.00179933	0	0.001
    12	0.00210949	0	0.001
    13	0.00180134	0	0.001
    14	0.00134087	0	0.001
    15	0.000234054	0	0.001
    16	-0.000199772	0	0.001
    17	-0.000397865	0	0.001
    18	5.99919e-006	0	0.001
    19	4.84154e-006	0	0.001

Measurement: aim
  step	AVG(-(v(a)-aavg)*sin(360*time*freq))	FROM	TO
     1	9.41497e-007	0	0.1
     2	-3.10426e-006	0	0.0333333
     3	6.86859e-005	0	0.01
     4	-6.8623e-007	0	0.005
     5	-0.00039073	0	0.00333333
     6	-0.000239814	0	0.0025
     7	0.000799233	0	0.002
     8	-0.000453974	0	0.00142857
     9	0.000254472	0	0.001
    10	0.000297918	0	0.001
    11	-0.000231736	0	0.001
    12	-0.0015206	0	0.001
    13	-0.0022476	0	0.001
    14	-0.00279291	0	0.001
    15	-0.00314681	0	0.001
    16	-0.00273241	0	0.001
    17	-0.00274238	0	0.001
    18	-0.00252529	0	0.001
    19	-0.00247253	0	0.001

Measurement: bre
  step	AVG((v(b)-bavg)*cos(360*time*freq))	FROM	TO
     1	-0.0245283	0	0.1
     2	0.0210761	0	0.0333333
     3	-0.0237614	0	0.01
     4	-0.0148835	0	0.005
     5	0.014647	0	0.00333333
     6	0.0243964	0	0.0025
     7	0.000623574	0	0.002
     8	-0.0165444	0	0.00142857
     9	0.000266581	0	0.001
    10	0.001097	0	0.001
    11	0.00179933	0	0.001
    12	0.00210951	0	0.001
    13	0.00180138	0	0.001
    14	0.00134093	0	0.001
    15	0.000234047	0	0.001
    16	-0.000200745	0	0.001
    17	-0.000400412	0	0.001
    18	2.22971e-006	0	0.001
    19	1.08905e-006	0	0.001

Measurement: bim
  step	AVG(-(v(b)-bavg)*sin(360*time*freq))	FROM	TO
     1	0.00468547	0	0.1
     2	-0.0133988	0	0.0333333
     3	0.00779411	0	0.01
     4	-0.0202261	0	0.005
     5	-0.0206161	0	0.00333333
     6	0.0074856	0	0.0025
     7	0.0257992	0	0.002
     8	-0.0206793	0	0.00142857
     9	0.00275445	0	0.001
    10	0.00279781	0	0.001
    11	0.00226804	0	0.001
    12	0.000978724	0	0.001
    13	0.000251252	0	0.001
    14	-0.000295213	0	0.001
    15	-0.000653377	0	0.001
    16	-0.00024346	0	0.001
    17	-0.000259451	0	0.001
    18	-4.58656e-005	0	0.001
    19	3.88168e-006	0	0.001

Measurement: cre
  step	AVG((v(c)-cavg)*cos(360*time*freq))	FROM	TO
     1	-0.00343597	0	0.1
     2	0.00362843	0	0.0333333
     3	-0.00483241	0	0.01
     4	0.00529837	0	0.005
     5	0.0139461	0	0.00333333
     6	-0.00132848	0	0.0025
     7	-0.0237518	0	0.002
     8	0.0224741	0	0.00142857
     9	-0.00490939	0	0.001
    10	-0.00852214	0	0.001
    11	-0.00764692	0	0.001
    12	0.000281004	0	0.001
    13	0.00584517	0	0.001
    14	0.00876429	0	0.001
    15	0.00712992	0	0.001
    16	0.00433771	0	0.001
    17	0.00257241	0	0.001
    18	0.00166933	0	0.001
    19	0.00108862	0	0.001

Measurement: cim
  step	AVG(-(v(c)-cavg)*sin(360*time*freq))	FROM	TO
     1	0.000214081	0	0.1
     2	-0.000668617	0	0.0333333
     3	-0.00336987	0	0.01
     4	-0.00853162	0	0.005
     5	0.00493678	0	0.00333333
     6	0.0193763	0	0.0025
     7	0.00550539	0	0.002
     8	-0.0262728	0	0.00142857
     9	0.0014329	0	0.001
    10	0.00631625	0	0.001
    11	0.0122193	0	0.001
    12	0.0167069	0	0.001
    13	0.0142578	0	0.001
    14	0.00962986	0	0.001
    15	0.00174794	0	0.001
    16	-4.84975e-005	0	0.001
    17	-0.000548371	0	0.001
    18	-0.000259673	0	0.001
    19	-0.00029921	0	0.001

Measurement: dre
  step	AVG((v(d)-davg)*cos(360*time*freq))	FROM	TO
     1	-0.024696	0	0.1
     2	0.0214449	0	0.0333333
     3	-0.0234449	0	0.01
     4	-0.0123724	0	0.005
     5	0.0154619	0	0.00333333
     6	0.0202295	0	0.0025
     7	-0.004354	0	0.002
     8	0.00107976	0	0.00142857
     9	-0.000276338	0	0.001
    10	-0.0102057	0	0.001
    11	-0.027369	0	0.001
    12	-0.0541196	0	0.001
    13	-0.0526982	0	0.001
    14	-0.0266869	0	0.001
    15	0.0843222	0	0.001
    16	0.0624929	0	0.001
    17	0.117967	0	0.001
    18	0.0257189	0	0.001
    19	-0.00304782	0	0.001

Measurement: dim
  step	AVG(-(v(d)-davg)*sin(360*time*freq))	FROM	TO
     1	0.00465037	0	0.1
     2	-0.0133053	0	0.0333333
     3	0.00704957	0	0.01
     4	-0.0202798	0	0.005
     5	-0.0170662	0	0.00333333
     6	0.00926945	0	0.0025
     7	0.0180467	0	0.002
     8	-0.0128646	0	0.00142857
     9	-0.000473514	0	0.001
    10	-0.00748813	0	0.001
    11	-0.00837046	0	0.001
    12	0.0188956	0	0.001
    13	0.0523739	0	0.001
    14	0.0871546	0	0.001
    15	0.0588322	0	0.001
    16	-0.0348308	0	0.001
    17	-0.141722	0	0.001
    18	0.00313118	0	0.001
    19	0.000691653	0	0.001

Measurement: gain_db
  step	20*log10(hypot(bre,bim) / hypot(are,aim))
     1	58.7277
     2	57.7675
     3	51.0201
     4	42.4727
     5	36.1572
     6	31.684
     7	28.1163
     8	22.8625
     9	17.5115
    10	8.44429
    11	4.05959
    12	-0.970551
    13	-3.99322
    14	-7.06827
    15	-13.1538
    16	-18.7727
    17	-15.2804
    18	-34.8062
    19	-55.7534

Measurement: phase
  step	mod(atan2(bim, bre) - atan2(aim, are)+180,360)-180
     1	167.319
     2	142.038
     3	84.201
     4	53.4441
     5	42.3434
     6	38.2044
     7	36.5773
     8	37.5502
     9	40.8034
    10	53.3965
    11	58.9123
    12	60.6748
    13	59.2299
    14	51.9385
    15	15.4544
    16	-35.3256
    17	-48.8035
    18	2.64708
    19	164.216

Measurement: kco_db
  step	20*log10(hypot(bre,bim) / hypot(cre,cim))
     1	17.2112
     2	16.6105
     3	12.5569
     4	7.9604
     5	4.65705
     6	2.37149
     7	0.493452
     8	-2.31557
     9	-5.33442
    10	-10.9549
    11	-13.9429
    12	-17.1288
    13	-18.56
    14	-19.5392
    15	-20.4876
    16	-22.7644
    17	-14.8272
    18	-31.3147
    19	-48.9443

Measurement: kco_phase
  step	mod(atan2(bim, bre) - atan2(cim, cre)+180,360)-180
     1	-7.2493
     2	-22.0047
     3	-53.0503
     4	-68.1892
     5	-74.1012
     6	-76.8645
     7	-78.3345
     8	-79.2055
     9	-79.2571
    10	-74.8655
    11	-70.4651
    12	-64.1471
    13	-59.768
    14	-60.1101
    15	-84.0666
    16	-128.867
    17	-135.025
    18	-78.375
    19	89.6964

Measurement: kcomp_db
  step	20*log10(hypot(cre,cim) / hypot(are,aim))
     1	41.5165
     2	41.1569
     3	38.4632
     4	34.5123
     5	31.5001
     6	29.3126
     7	27.6229
     8	25.1781
     9	22.8459
    10	19.3992
    11	18.0025
    12	16.1583
    13	14.5668
    14	12.471
    15	7.33381
    16	3.99168
    17	-0.453197
    18	-3.49157
    19	-6.80906

Measurement: kcomp_phase
  step	mod(atan2(cim, cre) - atan2(aim, are)+180,360)-180
     1	174.569
     2	164.043
     3	137.251
     4	121.633
     5	116.445
     6	115.069
     7	114.912
     8	116.756
     9	120.061
    10	128.262
    11	129.377
    12	124.822
    13	118.998
    14	112.049
    15	99.521
    16	93.541
    17	86.2211
    18	81.0221
    19	74.5194

Measurement: kpwr_db
  step	20*log10(hypot(bre,bim) / hypot(dre,dim))
     1	-0.0548592
     2	-0.0908757
     3	0.184349
     4	0.482183
     5	0.813383
     6	1.18984
     7	2.86099
     8	6.24098
     9	14.0616
    10	-12.49
    11	-19.9003
    12	-27.8363
    13	-32.2237
    14	-36.4414
    15	-43.4138
    16	-47.1101
    17	-51.7424
    18	-55.0289
    19	-57.7884

Measurement: kpwr_phase
  step	mod(atan2(bim, bre) - atan2(dim, dre)+180,360)-180
     1	-0.150364
     2	-0.628405
     3	-1.425
     4	-4.96107
     5	-6.78402
     6	-7.56022
     7	-14.9487
     8	-43.4593
     9	-155.261
    10	-147.678
    11	-145.432
    12	-135.864
    13	-127.237
    14	-119.441
    15	-105.196
    16	-100.374
    17	-96.832
    18	-94.1582
    19	-92.8862


Date: Sat Jun 16 23:08:14 2012
Total elapsed time: 5283.445 seconds.

tnom = 27
temp = 27
method = modified trap
totiter = 2459785
traniter = 2459771
tranpoints = 658484
accept = 476610
rejected = 181874
matrix size = 48
fillins = 29
solver = Normal
Thread vector: 20.9/14.4[2] 8.2/5.9[2] 0.8/1.0[1] 0.7/0.9[1]  2592/500
Matrix Compiler1: 4.03 KB object code size  3.2/1.7/[0.7]
Matrix Compiler2: 3.88 KB object code size  1.0/1.4/[1.0]


