Circuit: * C:\dwh\dwh\doc\power_supply_design\designs\LTC1735\LTC1735_ex1_bode.asc

DWH: Results for .step param freq list  1k 2k 3k 4k 5k 7k 10k 20k 30k 50k 70k 100k 200k 300k 500k 700k 1Meg

Direct Newton iteration for .op point succeeded.
.step freq=1000
Heightened Def Con from 0.000931635 to 0.000931637
.step freq=2000
.step freq=3000
.step freq=4000
.step freq=5000
.step freq=7000
.step freq=10000
.step freq=20000
.step freq=30000
.step freq=50000
.step freq=70000
.step freq=100000
.step freq=200000
.step freq=300000
.step freq=500000
.step freq=700000
.step freq=1e+006


Measurement: aavg
  step	AVG(v(a))	FROM	TO
    16	-0.00252876	0	0.001
    17	-0.00244843	0	0.001

Measurement: bre
  step	AVG((v(b)-bavg)*cos(360*time*freq))	FROM	TO
     1	-0.0237625	0	0.01
     2	-0.0148845	0	0.005
     3	0.014647	0	0.00333333
     4	0.0243964	0	0.0025
     5	0.00062557	0	0.002
     6	-0.0165444	0	0.00142857
     7	0.000256178	0	0.001
     8	0.001097	0	0.001
     9	0.00179933	0	0.001
    10	0.00208721	0	0.001
    11	0.00179199	0	0.001
    12	0.00133532	0	0.001
    13	0.000234047	0	0.001
    14	-0.000200266	0	0.001
    15	-0.000400412	0	0.001
    16	-4.73784e-006	0	0.001
    17	1.67529e-005	0	0.001

Measurement: bim
  step	AVG(-(v(b)-bavg)*sin(360*time*freq))	FROM	TO
     1	0.00779289	0	0.01
     2	-0.0202266	0	0.005
     3	-0.0206161	0	0.00333333
     4	0.0074856	0	0.0025
     5	0.0258026	0	0.002
     6	-0.0206793	0	0.00142857
     7	0.00274963	0	0.001
     8	0.00279781	0	0.001
     9	0.00226804	0	0.001
    10	0.000992476	0	0.001
    11	0.000216192	0	0.001
    12	-0.000296865	0	0.001
    13	-0.000653377	0	0.001
    14	-0.000237015	0	0.001
    15	-0.000259451	0	0.001
    16	-4.9473e-005	0	0.001
    17	2.84003e-005	0	0.001

Measurement: cre
  step	AVG((v(c)-cavg)*cos(360*time*freq))	FROM	TO
     1	-0.0047475	0	0.01
     2	0.00531803	0	0.005
     3	0.0139461	0	0.00333333
     4	-0.00132848	0	0.0025
     5	-0.023838	0	0.002
     6	0.0224741	0	0.00142857
     7	-0.004789	0	0.001
     8	-0.00852214	0	0.001
     9	-0.00764692	0	0.001
    10	0.000284919	0	0.001
    11	0.00602001	0	0.001
    12	0.008782	0	0.001
    13	0.00712992	0	0.001
    14	0.00432745	0	0.001
    15	0.00257241	0	0.001
    16	0.00167072	0	0.001
    17	0.00108029	0	0.001

Measurement: cim
  step	AVG(-(v(c)-cavg)*sin(360*time*freq))	FROM	TO
     1	-0.00334387	0	0.01
     2	-0.00848977	0	0.005
     3	0.00493678	0	0.00333333
     4	0.0193763	0	0.0025
     5	0.00546676	0	0.002
     6	-0.0262728	0	0.00142857
     7	0.00132369	0	0.001
     8	0.00631625	0	0.001
     9	0.0122193	0	0.001
    10	0.0165414	0	0.001
    11	0.0143234	0	0.001
    12	0.0095909	0	0.001
    13	0.00174794	0	0.001
    14	-4.1927e-005	0	0.001
    15	-0.000548371	0	0.001
    16	-0.000267978	0	0.001
    17	-0.000289211	0	0.001

Measurement: dre
  step	AVG((v(d)-davg)*cos(360*time*freq))	FROM	TO
     1	-0.0240224	0	0.01
     2	-0.0125562	0	0.005
     3	0.0154619	0	0.00333333
     4	0.0202295	0	0.0025
     5	-0.00435493	0	0.002
     6	0.00107976	0	0.00142857
     7	-0.000340957	0	0.001
     8	-0.0102057	0	0.001
     9	-0.027369	0	0.001
    10	-0.0534969	0	0.001
    11	-0.05095	0	0.001
    12	-0.0248232	0	0.001
    13	0.0843222	0	0.001
    14	0.0633277	0	0.001
    15	0.117967	0	0.001
    16	0.0270466	0	0.001
    17	-0.0223553	0	0.001

Measurement: dim
  step	AVG(-(v(d)-davg)*sin(360*time*freq))	FROM	TO
     1	0.00704787	0	0.01
     2	-0.0202821	0	0.005
     3	-0.0170662	0	0.00333333
     4	0.00926945	0	0.0025
     5	0.0180533	0	0.002
     6	-0.0128646	0	0.00142857
     7	-0.000479459	0	0.001
     8	-0.00748813	0	0.001
     9	-0.00837046	0	0.001
    10	0.0182523	0	0.001
    11	0.0528364	0	0.001
    12	0.0869317	0	0.001
    13	0.0588322	0	0.001
    14	-0.0349761	0	0.001
    15	-0.141722	0	0.001
    16	-0.00043479	0	0.001
    17	0.0116754	0	0.001

Measurement: gain_db
  step	20*log10(hypot(bre,bim) / hypot(are,aim))
     1	51.1997
     2	42.4283
     3	36.1572
     4	31.684
     5	28.0838
     6	22.8625
     7	17.7524
     8	8.44429
     9	4.05959
    10	-0.936629
    11	-4.12442
    12	-7.09807
    13	-13.1538
    14	-18.8976
    15	-15.2804
    16	-34.1311
    17	-37.4148

Measurement: phase
  step	mod(atan2(bim, bre) - atan2(aim, are)+180,360)-180
     1	83.4893
     2	53.3054
     3	42.3434
     4	38.2044
     5	36.5425
     6	37.5502
     7	40.4152
     8	53.3965
     9	58.9123
    10	61.2586
    11	58.7446
    12	51.9247
    13	15.4544
    14	-36.0276
    15	-48.8035
    16	-5.44744
    17	148.994

Measurement: kco_db
  step	20*log10(hypot(bre,bim) / hypot(cre,cim))
     1	12.6826
     2	7.98246
     3	4.65705
     4	2.37149
     5	0.467814
     6	-2.31557
     7	-5.1016
     8	-10.9549
     9	-13.9429
    10	-17.0961
    11	-18.6979
    12	-19.5605
    13	-20.4876
    14	-22.8896
    15	-14.8272
    16	-30.6414
    17	-30.6082

Measurement: kco_phase
  step	mod(atan2(bim, bre) - atan2(cim, cre)+180,360)-180
     1	-53.3156
     2	-68.4122
     3	-74.1012
     4	-76.8645
     5	-78.4726
     6	-79.2055
     7	-79.8718
     8	-74.8655
     9	-70.4651
    10	-63.582
    11	-60.3243
    12	-60.055
    13	-84.0666
    14	-129.641
    15	-135.025
    16	-86.3579
    17	74.4518

Measurement: kcomp_db
  step	20*log10(hypot(cre,cim) / hypot(are,aim))
     1	38.5171
     2	34.4459
     3	31.5001
     4	29.3126
     5	27.616
     6	25.1781
     7	22.854
     8	19.3992
     9	18.0025
    10	16.1595
    11	14.5735
    12	12.4624
    13	7.33381
    14	3.99195
    15	-0.453197
    16	-3.48978
    17	-6.80661

Measurement: kcomp_phase
  step	mod(atan2(cim, cre) - atan2(aim, are)+180,360)-180
     1	136.805
     2	121.718
     3	116.445
     4	115.069
     5	115.015
     6	116.756
     7	120.287
     8	128.262
     9	129.377
    10	124.841
    11	119.069
    12	111.98
    13	99.521
    14	93.6136
    15	86.2211
    16	80.9104
    17	74.5422

Measurement: kpwr_db
  step	20*log10(hypot(bre,bim) / hypot(dre,dim))
     1	-0.00945153
     2	0.44668
     3	0.813383
     4	1.18984
     5	2.85907
     6	6.24098
     7	13.4306
     8	-12.49
     9	-19.9003
    10	-27.7682
    11	-32.1845
    12	-36.4028
    13	-43.4138
    14	-47.3526
    15	-51.7424
    16	-54.7164
    17	-57.6718

Measurement: kpwr_phase
  step	mod(atan2(bim, bre) - atan2(dim, dre)+180,360)-180
     1	-1.80581
     2	-4.58813
     3	-6.78402
     4	-7.56022
     5	-14.951
     6	-43.4593
     7	-149.905
     8	-147.678
     9	-145.432
    10	-135.73
    11	-127.08
    12	-118.471
    13	-105.196
    14	-101.284
    15	-96.832
    16	-94.5493
    17	-92.9593


Date: Sat Jun 16 21:17:47 2012
Total elapsed time: 1979.637 seconds.

tnom = 27
temp = 27
method = modified trap
totiter = 2459755
traniter = 2459741
tranpoints = 658908
accept = 476995
rejected = 181913
matrix size = 48
fillins = 29
solver = Normal
Thread vector: 16.7/14.3[2] 8.9/5.8[2] 1.0/0.9[1] 0.6/0.8[1]  2592/500
Matrix Compiler1: 4.03 KB object code size  3.2/1.7/[0.8]
Matrix Compiler2: off  [0.9]/1.5/1.0


