Circuit: * C:\dwh\dwh\doc\power_supply_design\designs\LTC3855\LTC3855_ex1_bode.asc

DWH: Results for the full frequency sweep, i.e., 
     .step param freq list 100 300 1k 2k 3k 4k 5k 7k 10k 20k 30k 50k 70k 100k 200k 300k 500k 700k 1Meg
     51572s = 14 hours 20 minutes

WARNING: Node U1:N014 is floating.

Direct Newton iteration failed to find .op point.  (Use ".option noopiter" to skip.)
Starting Gmin stepping
Gmin = 10
Gmin = 1.07374
Gmin = 0.115292
Gmin = 0.0123794
Gmin = 0.00132923
Gmin = 0.000142725
Gmin = 1.5325e-005
Gmin = 1.6455e-006
Gmin = 1.76685e-007
Gmin = 1.89714e-008
Gmin = 2.03704e-009
Gmin = 2.18725e-010
Gmin = 2.34854e-011
Gmin = 2.52173e-012
Gmin = 2.70769e-013
Gmin = 0
Gmin stepping succeeded in finding the operating point.

.step freq=100
Changing Tseed to 9.95117e-009
Changing Tseed to 9.95117e-011
.step freq=300
.step freq=1000
.step freq=2000
.step freq=3000
.step freq=4000
.step freq=5000
.step freq=7000
.step freq=10000
.step freq=20000
.step freq=30000
.step freq=50000
.step freq=70000
.step freq=100000
.step freq=200000
.step freq=300000
.step freq=500000
.step freq=700000
.step freq=1e+006


Measurement: aavg
  step	AVG(v(a))	FROM	TO
     8	0.00215486	0	0.00142857
     9	0.000165243	0	0.001
    10	-0.000300064	0	0.001
    11	-0.000649921	0	0.001
    12	-0.00105882	0	0.001
    13	-0.00139647	0	0.001
    14	-0.00190329	0	0.001
    15	-0.00307922	0	0.001
    16	-0.00316306	0	0.001
    17	-0.00255391	0	0.001
    18	-0.002492	0	0.001
    19	-0.00252729	0	0.001

Measurement: bre
  step	AVG((v(b)-bavg)*cos(360*time*freq))	FROM	TO
     1	-0.023244	0	0.1
     2	0.0106429	0	0.0333333
     3	0.0147581	0	0.01
     4	0.0241259	0	0.005
     5	0.0243536	0	0.00333333
     6	0.014765	0	0.0025
     7	-0.00133691	0	0.002
     8	-0.0265849	0	0.00142857
     9	0.000549619	0	0.001
    10	0.00101746	0	0.001
    11	0.00113949	0	0.001
    12	0.00128616	0	0.001
    13	0.00142536	0	0.001
    14	0.00153512	0	0.001
    15	0.000948069	0	0.001
    16	0.00013174	0	0.001
    17	-0.000162722	0	0.001
    18	-5.36061e-006	0	0.001
    19	1.21678e-005	0	0.001

Measurement: bim
  step	AVG(-(v(b)-bavg)*sin(360*time*freq))	FROM	TO
     1	0.00920461	0	0.1
     2	-0.0226285	0	0.0333333
     3	0.0202787	0	0.01
     4	0.00773115	0	0.005
     5	-0.008261	0	0.00333333
     6	-0.0215868	0	0.0025
     7	-0.0265365	0	0.002
     8	-0.00557057	0	0.00142857
     9	0.00266524	0	0.001
    10	0.00219994	0	0.001
    11	0.00185008	0	0.001
    12	0.00144117	0	0.001
    13	0.00110352	0	0.001
    14	0.000596694	0	0.001
    15	-0.000579282	0	0.001
    16	-0.0006632	0	0.001
    17	-5.43009e-005	0	0.001
    18	7.22767e-006	0	0.001
    19	-2.88664e-005	0	0.001

Measurement: cre
  step	AVG((v(c)-cavg)*cos(360*time*freq))	FROM	TO
     1	-0.00424294	0	0.1
     2	0.00810619	0	0.0333333
     3	-0.0198199	0	0.01
     4	-0.0155725	0	0.005
     5	0.0331198	0	0.00333333
     6	0.105873	0	0.0025
     7	0.151449	0	0.002
     8	0.00146278	0	0.00142857
     9	-0.0266582	0	0.001
    10	-0.0261382	0	0.001
    11	-0.0165314	0	0.001
    12	-0.000303957	0	0.001
    13	0.0112514	0	0.001
    14	0.0229616	0	0.001
    15	0.0323198	0	0.001
    16	0.0245574	0	0.001
    17	0.0122777	0	0.001
    18	0.00855181	0	0.001
    19	0.00608457	0	0.001

Measurement: cim
  step	AVG(-(v(c)-cavg)*sin(360*time*freq))	FROM	TO
     1	-0.000872599	0	0.1
     2	-1.76994e-006	0	0.0333333
     3	0.0167042	0	0.01
     4	0.0540472	0	0.005
     5	0.081804	0	0.00333333
     6	0.0587038	0	0.0025
     7	-0.0277263	0	0.002
     8	-0.218478	0	0.00142857
     9	0.0144965	0	0.001
    10	0.038321	0	0.001
    11	0.0492099	0	0.001
    12	0.0546281	0	0.001
    13	0.0532042	0	0.001
    14	0.0464813	0	0.001
    15	0.0190133	0	0.001
    16	0.00494807	0	0.001
    17	0.000371483	0	0.001
    18	0.000543542	0	0.001
    19	0.00029806	0	0.001

Measurement: dre
  step	AVG((v(d)-davg)*cos(360*time*freq))	FROM	TO
     1	-0.0233149	0	0.1
     2	0.0109687	0	0.0333333
     3	0.0133407	0	0.01
     4	0.0201986	0	0.005
     5	0.0184098	0	0.00333333
     6	0.0125123	0	0.0025
     7	0.0104482	0	0.002
     8	0.0204715	0	0.00142857
     9	-0.00475143	0	0.001
    10	-0.0240728	0	0.001
    11	-0.045703	0	0.001
    12	-0.0801949	0	0.001
    13	-0.103205	0	0.001
    14	-0.111012	0	0.001
    15	0.0321013	0	0.001
    16	0.196138	0	0.001
    17	0.0896689	0	0.001
    18	-0.00517525	0	0.001
    19	0.0427889	0	0.001

Measurement: dim
  step	AVG(-(v(d)-davg)*sin(360*time*freq))	FROM	TO
     1	0.00911313	0	0.1
     2	-0.0224499	0	0.0333333
     3	0.0203014	0	0.01
     4	0.00911848	0	0.005
     5	-0.00155977	0	0.00333333
     6	-0.00597293	0	0.0025
     7	-0.00470122	0	0.002
     8	-0.0158194	0	0.00142857
     9	-0.00467739	0	0.001
    10	-0.0104923	0	0.001
    11	-0.00675605	0	0.001
    12	0.0164047	0	0.001
    13	0.0516275	0	0.001
    14	0.113837	0	0.001
    15	0.238526	0	0.001
    16	0.148282	0	0.001
    17	-0.0888722	0	0.001
    18	-0.00941847	0	0.001
    19	0.0414502	0	0.001

Measurement: gain_db
  step	20*log10(hypot(bre,bim) / hypot(are,aim))
     1	84.1067
     2	69.9691
     3	49.6165
     4	37.2046
     5	30.2804
     6	25.6592
     7	22.3092
     8	17.6994
     9	13.5185
    10	7.17748
    11	4.38316
    12	1.28535
    13	-0.882737
    14	-3.43244
    15	-9.24758
    16	-13.4087
    17	-23.4742
    18	-48.8475
    19	-38.1351

Measurement: phase
  step	mod(atan2(bim, bre) - atan2(aim, are)+180,360)-180
     1	84.274
     2	36.7174
     3	13.9309
     4	16.8303
     5	24.1203
     6	31.4145
     7	38.1416
     8	49.3318
     9	61.6146
    10	81.6111
    11	88.0693
    12	87.7157
    13	82.1608
    14	72.3526
    15	41.4613
    16	8.85016
    17	-67.9003
    18	-143.313
    19	22.5806

Measurement: kco_db
  step	20*log10(hypot(bre,bim) / hypot(cre,cim))
     1	15.2256
     2	9.78467
     3	-0.286077
     4	-6.92763
     5	-10.7105
     6	-13.3094
     7	-15.2606
     8	-18.109
     9	-20.9461
    10	-25.6378
    11	-27.5649
    12	-29.03
    13	-29.5909
    14	-29.96
    15	-30.5655
    16	-31.3755
    17	-37.0989
    18	-59.5751
    19	-45.7769

Measurement: kco_phase
  step	mod(atan2(bim, bre) - atan2(cim, cre)+180,360)-180
     1	-33.2249
     2	-64.7984
     3	-85.9216
     4	-88.3051
     5	-86.696
     6	-84.6359
     7	-82.5097
     8	-78.5492
     9	-73.115
    10	-59.1178
    11	-50.1986
    12	-42.0658
    13	-40.312
    14	-42.47
    15	-61.8931
    16	-90.1569
    17	-163.279
    18	122.927
    19	-69.948

Measurement: kcomp_db
  step	20*log10(hypot(cre,cim) / hypot(are,aim))
     1	68.8811
     2	60.1845
     3	49.9026
     4	44.1322
     5	40.9909
     6	38.9686
     7	37.5698
     8	35.8084
     9	34.4646
    10	32.8153
    11	31.948
    12	30.3153
    13	28.7082
    14	26.5275
    15	21.3179
    16	17.9668
    17	13.6246
    18	10.7277
    19	7.6418

Measurement: kcomp_phase
  step	mod(atan2(cim, cre) - atan2(aim, are)+180,360)-180
     1	117.499
     2	101.516
     3	99.8525
     4	105.135
     5	110.816
     6	116.05
     7	120.651
     8	127.881
     9	134.73
    10	140.729
    11	138.268
    12	129.781
    13	122.473
    14	114.823
    15	103.354
    16	99.0071
    17	95.3788
    18	93.76
    19	92.5286

Measurement: kpwr_db
  step	20*log10(hypot(bre,bim) / hypot(dre,dim))
     1	-0.0112893
     2	0.00700351
     3	0.277275
     4	1.16224
     5	2.87224
     6	5.51225
     7	7.30639
     8	0.422878
     9	-7.78351
    10	-20.6959
    11	-26.5522
    12	-32.5425
    13	-36.1259
    14	-39.6943
    15	-46.7141
    16	-51.2136
    17	-57.3371
    18	-61.5419
    19	-65.583

Measurement: kpwr_phase
  step	mod(atan2(bim, bre) - atan2(dim, dre)+180,360)-180
     1	-0.254448
     2	-0.850369
     3	-2.73551
     4	-6.52835
     5	-13.8946
     6	-30.1105
     7	-68.6584
     8	-130.47
     9	-146.202
    10	-138.371
    11	-130.038
    12	-120.186
    13	-115.677
    14	-113.039
    15	-113.761
    16	-115.854
    17	-116.802
    18	-114.649
    19	-111.233


Date: Fri Jun 22 08:07:42 2012
Total elapsed time: 51571.932 seconds.

tnom = 27
temp = 27
method = modified trap
totiter = 5857283
traniter = 5856878
tranpoints = 1705962
accept = 1232592
rejected = 473370
matrix size = 152
fillins = 28
solver = Normal
Thread vector: 38.7/25.6[2] 16.6/13.2[2] 1.2/1.5[1] 1.0/3.1[1]  2592/500
Matrix Compiler1: 6.54 KB object code size  4.7/2.3/[1.2]
Matrix Compiler2: 9.46 KB object code size  2.5/3.4/[1.0]


