Circuit: * C:\dwh\dwh\doc\power_supply_design\designs\LTC3600\LTC3600_bode.asc

Frequency sweep for
  * Vout = 5V @ 1A
  * L = 4.7uF Rdcr = 40mOhm
  * Cout = 14u Resr = 3mOhm (TDK C2012X5R1A476M 47uF, 10V, under 5V DC bias)
  * Compensation: R1 = 16k, C1 = 1000pF, C2 = 100pF (fz = 10kHz, fp = 100kHz, gain = gmea*R = 20dB)

WARNING: Node U1:N007 is floating.

WARNING: Less than two connections to node NC_01.  This node is used by S:U1:10.
Direct Newton iteration for .op point succeeded.
.step freq=1000
.step freq=2000
.step freq=3000
.step freq=4000
.step freq=5000
.step freq=7000
.step freq=10000
.step freq=20000
.step freq=30000
.step freq=50000
.step freq=70000
.step freq=100000
.step freq=200000
.step freq=300000
.step freq=500000
.step freq=700000
.step freq=1e+006


Measurement: aavg
  step	AVG(v(a))	FROM	TO
    13	-0.00361237	0	0.001
    14	-0.00288743	0	0.001
    15	-0.00257299	0	0.001
    16	-0.0024974	0	0.001
    17	-0.00251444	0	0.001

Measurement: bre
  step	AVG((v(b)-bavg)*cos(360*time*freq))	FROM	TO
     1	-4.54695e-005	0	0.01
     2	9.76587e-005	0	0.005
     3	-0.000164763	0	0.00333333
     4	0.000253328	0	0.0025
     5	-0.000361609	0	0.002
     6	-0.000645369	0	0.00142857
     7	0.000121597	0	0.001
     8	0.000348598	0	0.001
     9	0.00059669	0	0.001
    10	0.00122048	0	0.001
    11	0.00220805	0	0.001
    12	0.00439838	0	0.001
    13	9.58373e-005	0	0.001
    14	-0.000129628	0	0.001
    15	-9.76746e-005	0	0.001
    16	-6.31037e-005	0	0.001
    17	1.63324e-005	0	0.001

Measurement: bim
  step	AVG(-(v(b)-bavg)*sin(360*time*freq))	FROM	TO
     1	-0.0250146	0	0.01
     2	0.0250601	0	0.005
     3	-0.025131	0	0.00333333
     4	0.0252207	0	0.0025
     5	-0.0253242	0	0.002
     6	-0.0255481	0	0.00142857
     7	0.00258529	0	0.001
     8	0.00265481	0	0.001
     9	0.00270502	0	0.001
    10	0.00282206	0	0.001
    11	0.00282879	0	0.001
    12	0.00105597	0	0.001
    13	-0.00111627	0	0.001
    14	-0.000394996	0	0.001
    15	-8.81908e-005	0	0.001
    16	-1.8078e-005	0	0.001
    17	-4.16247e-005	0	0.001

Measurement: cre
  step	AVG((v(c)-cavg)*cos(360*time*freq))	FROM	TO
     1	0.00176528	0	0.01
     2	-0.00356782	0	0.005
     3	0.00535627	0	0.00333333
     4	-0.00716649	0	0.0025
     5	0.00898417	0	0.002
     6	0.0126736	0	0.00142857
     7	-0.00183376	0	0.001
     8	-0.00369452	0	0.001
     9	-0.00557314	0	0.001
    10	-0.00966989	0	0.001
    11	-0.0138215	0	0.001
    12	-0.00992595	0	0.001
    13	0.0143225	0	0.001
    14	0.0085019	0	0.001
    15	0.00450954	0	0.001
    16	0.00290419	0	0.001
    17	0.00177603	0	0.001

Measurement: cim
  step	AVG(-(v(c)-cavg)*sin(360*time*freq))	FROM	TO
     1	-0.00383133	0	0.01
     2	0.00385407	0	0.005
     3	-0.00387748	0	0.00333333
     4	0.00392422	0	0.0025
     5	-0.00398038	0	0.002
     6	-0.00417726	0	0.00142857
     7	0.000498436	0	0.001
     8	0.000917324	0	0.001
     9	0.0016381	0	0.001
    10	0.00423749	0	0.001
    11	0.0099697	0	0.001
    12	0.0288955	0	0.001
    13	0.00498908	0	0.001
    14	0.000612318	0	0.001
    15	-0.000716538	0	0.001
    16	-0.000932856	0	0.001
    17	-0.000900485	0	0.001

Measurement: dre
  step	AVG((v(d)-davg)*cos(360*time*freq))	FROM	TO
     1	6.83973e-006	0	0.01
     2	-0.000454769	0	0.005
     3	0.000425139	0	0.00333333
     4	-0.000721739	0	0.0025
     5	0.000714585	0	0.002
     6	-0.000587881	0	0.00142857
     7	-0.000495753	0	0.001
     8	-0.000805764	0	0.001
     9	-0.00171118	0	0.001
    10	-0.0080546	0	0.001
    11	-0.0285559	0	0.001
    12	-0.111306	0	0.001
    13	-0.00203882	0	0.001
    14	0.0379369	0	0.001
    15	0.0696255	0	0.001
    16	0.0841604	0	0.001
    17	-0.0113941	0	0.001

Measurement: dim
  step	AVG(-(v(d)-davg)*sin(360*time*freq))	FROM	TO
     1	-0.0251342	0	0.01
     2	0.0249872	0	0.005
     3	-0.02474	0	0.00333333
     4	0.0243839	0	0.0025
     5	-0.0239035	0	0.002
     6	-0.0225498	0	0.00142857
     7	0.0019236	0	0.001
     8	-1.38581e-005	0	0.001
     9	-0.00340142	0	0.001
    10	-0.0147828	0	0.001
    11	-0.0311477	0	0.001
    12	-0.0191447	0	0.001
    13	0.115579	0	0.001
    14	0.0890141	0	0.001
    15	0.0481678	0	0.001
    16	0.00732447	0	0.001
    17	0.113412	0	0.001

Measurement: gain_db
  step	20*log10(hypot(bre,bim) / hypot(are,aim))
     1	54.3849
     2	46.7902
     3	41.5406
     4	37.5087
     5	34.3452
     6	29.5947
     7	24.8233
     8	16.9263
     9	12.8498
    10	7.73256
    11	4.1226
    12	-0.200718
    13	-10.1716
    14	-16.8429
    15	-25.8298
    16	-31.6086
    17	-35.0003

Measurement: phase
  step	mod(atan2(bim, bre) - atan2(aim, are)+180,360)-180
     1	72.1293
     2	58.1627
     3	51.1453
     4	48.3582
     5	47.3058
     6	48.2076
     7	52.2584
     8	58.5679
     9	58.5908
    10	51.8191
    11	43.5441
    12	31.6654
    13	3.38711
    14	-15.6035
    15	-45.7819
    16	-72.6516
    17	20.8919

Measurement: kco_db
  step	20*log10(hypot(bre,bim) / hypot(cre,cim))
     1	15.4608
     2	13.5733
     3	11.5971
     4	9.79055
     5	8.22367
     6	5.64406
     7	2.68339
     8	-3.05607
     9	-6.43213
    10	-10.7153
    11	-13.5321
    12	-16.5918
    13	-22.6305
    14	-26.2367
    15	-30.806
    16	-33.3433
    17	-32.9737

Measurement: kco_phase
  step	mod(atan2(bim, bre) - atan2(cim, cre)+180,360)-180
     1	-24.8419
     2	-43.0146
     3	-54.4743
     4	-61.8713
     5	-66.9226
     6	-73.2047
     7	-77.4866
     8	-83.5364
     9	-86.0599
    10	-89.7237
    11	-92.1707
    12	-95.4581
    13	-104.298
    14	-112.288
    15	-128.893
    16	-146.206
    17	-41.6903

Measurement: kcomp_db
  step	20*log10(hypot(cre,cim) / hypot(are,aim))
     1	38.9241
     2	33.217
     3	29.9435
     4	27.7182
     5	26.1215
     6	23.9506
     7	22.1399
     8	19.9823
     9	19.2819
    10	18.4479
    11	17.6547
    12	16.3911
    13	12.4589
    14	9.39384
    15	4.97612
    16	1.73473
    17	-2.02662

Measurement: kcomp_phase
  step	mod(atan2(cim, cre) - atan2(aim, are)+180,360)-180
     1	96.9712
     2	101.177
     3	105.62
     4	110.229
     5	114.228
     6	121.412
     7	129.745
     8	142.104
     9	144.651
    10	141.543
    11	135.715
    12	127.124
    13	107.685
    14	96.6845
    15	83.1106
    16	73.5548
    17	62.5821

Measurement: kpwr_db
  step	20*log10(hypot(bre,bim) / hypot(dre,dim))
     1	-0.0414224
     2	0.0239315
     3	0.1351
     4	0.289725
     5	0.498459
     6	1.08415
     7	2.29821
     8	10.4295
     9	-2.76328
    10	-14.7681
    11	-21.4196
    12	-27.9478
    13	-40.2716
    14	-47.338
    15	-56.1689
    16	-62.1913
    17	-68.1279

Measurement: kpwr_phase
  step	mod(atan2(bim, bre) - atan2(dim, dre)+180,360)-180
     1	-0.119739
     2	-1.26595
     3	-1.36013
     4	-2.27089
     5	-2.5304
     6	0.0463473
     7	-17.1448
     8	-98.4659
     9	-165.733
    10	-174.803
    11	-175.46
    12	-176.259
    13	-176.104
    14	-175.085
    15	-172.597
    16	-168.988
    17	-164.313


Date: Wed Sep 26 12:50:13 2012
Total elapsed time: 3136.922 seconds.

tnom = 27
temp = 27
method = modified trap
totiter = 5217442
traniter = 5217435
tranpoints = 1554519
accept = 1283408
rejected = 271111
matrix size = 68
fillins = 4
solver = Normal
Thread vector: 20.8/18.4[2] 15.2/10.9[2] 6.7/5.6[2] 2.7/3.7[1]  2592/500
Matrix Compiler1: 1.84 KB object code size  5.6/5.1/[5.0]
Matrix Compiler2: 3.70 KB object code size  4.9/5.2/[3.7]


