Circuit: * C:\dwh\uModule_Examples\LTM4601A\LTM4601A_ex3_bode.asc

DWH: full frequency sweep with Cff = 330p
     3918s = 1hr 5min

Direct Newton iteration failed to find .op point.  (Use ".option noopiter" to skip.)
Starting Gmin stepping
Gmin = 10
Gmin = 1.07374
Gmin = 0.115292
Gmin = 0.0123794
Gmin = 0.00132923
Gmin = 0.000142725
Gmin = 1.5325e-005
Gmin = 1.6455e-006
Gmin = 1.76685e-007
Gmin = 1.89714e-008
Gmin = 2.03704e-009
Gmin = 2.18725e-010
Gmin = 2.34854e-011
Gmin = 2.52173e-012
Gmin = 2.70769e-013
Gmin = 0
Gmin stepping succeeded in finding the operating point.

.step freq=100
.step freq=300
.step freq=1000
.step freq=2000
.step freq=3000
.step freq=4000
.step freq=5000
.step freq=7000
.step freq=10000
.step freq=20000
.step freq=30000
.step freq=50000
.step freq=70000
.step freq=100000
.step freq=200000
.step freq=300000
.step freq=500000
.step freq=700000
.step freq=1e+006


Measurement: aavg
  step	AVG(v(a))	FROM	TO
     5	0.0508037	0	0.00333333
     6	-0.0693307	0	0.0025
     7	0.0888066	0	0.002
     8	0.12867	0	0.00142857
     9	-0.0176723	0	0.001
    10	-0.0137855	0	0.001
    11	-0.00703079	0	0.001
    12	-0.00212698	0	0.001
    13	-4.80431e-005	0	0.001
    14	0.00195648	0	0.001
    15	0.00678623	0	0.001
    16	0.0110131	0	0.001
    17	0.0169726	0	0.001
    18	0.0183281	0	0.001
    19	0.0155274	0	0.001

Measurement: cim
  step	AVG(-(v(c)-cavg)*sin(360*time*freq))	FROM	TO
     1	0.00037028	0	0.1
     2	-0.00427219	0	0.0333333
     3	-0.00309048	0	0.01
     4	0.00380352	0	0.005
     5	-0.00547008	0	0.00333333
     6	0.00853947	0	0.0025
     7	-0.0137453	0	0.002
     8	-0.0328818	0	0.00142857
     9	0.0086119	0	0.001
    10	0.0253159	0	0.001
    11	0.0276807	0	0.001
    12	0.0273731	0	0.001
    13	0.027041	0	0.001
    14	0.0267597	0	0.001
    15	0.0258076	0	0.001
    16	0.0239863	0	0.001
    17	0.0173113	0	0.001
    18	0.00962952	0	0.001
    19	0.00154426	0	0.001

Measurement: gain_db
  step	20*log10(hypot(bre,bim) / hypot(are,aim))
     1	75.0193
     2	64.2782
     3	45.5525
     4	33.8679
     5	27.1147
     6	22.4654
     7	18.971
     8	13.9545
     9	9.15228
    10	1.05118
    11	-2.85235
    12	-6.89432
    13	-8.97741
    14	-10.6991
    15	-13.0372
    16	-14.5376
    17	-17.4779
    18	-20.1361
    19	-24.6634

Measurement: phase
  step	mod(atan2(bim, bre) - atan2(aim, are)+180,360)-180
     1	111.387
     2	56.8596
     3	24.79
     4	22.0927
     5	25.1557
     6	29.2759
     7	33.5538
     8	41.4618
     9	51.2454
    10	71.9026
    11	84.1423
    12	98.7555
    13	107.04
    14	113.452
    15	113.28
    16	102.973
    17	79.1208
    18	60.0767
    19	32.2972

Measurement: kco_db
  step	20*log10(hypot(bre,bim) / hypot(cre,cim))
     1	17.5741
     2	12.8511
     3	3.56462
     4	-2.35177
     5	-5.85715
     6	-8.34184
     7	-10.2777
     8	-13.1956
     9	-16.2699
    10	-22.1527
    11	-25.3822
    12	-28.99
    13	-30.9216
    14	-32.5249
    15	-34.5401
    16	-35.5843
    17	-37.19
    18	-38.2306
    19	-40.2858

Measurement: kco_phase
  step	mod(atan2(bim, bre) - atan2(cim, cre)+180,360)-180
     1	-29.5772
     2	-59.4301
     3	-79.4399
     4	-83.906
     5	-84.9727
     6	-85.2348
     7	-85.1298
     8	-84.5481
     9	-83.1968
    10	-77.8552
    11	-72.4004
    12	-62.9975
    13	-55.9411
    14	-48.8785
    15	-41.3443
    16	-42.4044
    17	-48.5973
    18	-52.2923
    19	-61.2206

Measurement: kcomp_db
  step	20*log10(hypot(cre,cim) / hypot(are,aim))
     1	57.4452
     2	51.4271
     3	41.9879
     4	36.2197
     5	32.9718
     6	30.8072
     7	29.2487
     8	27.1501
     9	25.4221
    10	23.2039
    11	22.5298
    12	22.0957
    13	21.9442
    14	21.8258
    15	21.5029
    16	21.0467
    17	19.7121
    18	18.0944
    19	15.6224

Measurement: kcomp_phase
  step	mod(atan2(cim, cre) - atan2(aim, are)+180,360)-180
     1	140.964
     2	116.29
     3	104.23
     4	105.999
     5	110.128
     6	114.511
     7	118.684
     8	126.01
     9	134.442
    10	149.758
    11	156.543
    12	161.753
    13	162.981
    14	162.33
    15	154.624
    16	145.377
    17	127.718
    18	112.369
    19	93.5178


Date: Tue Jun 26 01:00:20 2012
Total elapsed time: 3917.520 seconds.

tnom = 27
temp = 27
method = modified trap
totiter = 1732988
traniter = 1732553
tranpoints = 490625
accept = 362097
rejected = 128528
matrix size = 54
fillins = 21
solver = Normal
Matrix Compiler1: 3.04 KB object code size  6.4/4.6/[4.8]
Matrix Compiler2: off  [3.7]/6.5/4.2


