Circuit: * C:\dwh\dwh\doc\power_supply_design\designs\LTM4601A\LTM4601A_ex1_bode.asc

DWH: full frequency sweep with Ccomp = 1f
     5367s = 1hr 30m

Direct Newton iteration failed to find .op point.  (Use ".option noopiter" to skip.)
Starting Gmin stepping
Gmin = 10
Gmin = 1.07374
Gmin = 0.115292
Gmin = 0.0123794
Gmin = 0.00132923
Gmin = 0.000142725
Gmin = 1.5325e-005
Gmin = 1.6455e-006
Gmin = 1.76685e-007
Gmin = 1.89714e-008
Gmin = 2.03704e-009
Gmin = 2.18725e-010
Gmin = 2.34854e-011
Gmin = 2.52173e-012
Gmin = 2.70769e-013
Gmin = 0
Gmin stepping succeeded in finding the operating point.

.step freq=100
.step freq=300
.step freq=1000
.step freq=2000
.step freq=3000
.step freq=4000
.step freq=5000
.step freq=7000
.step freq=10000
.step freq=20000
.step freq=30000
.step freq=50000
.step freq=70000
.step freq=100000
.step freq=200000
.step freq=300000
.step freq=500000
.step freq=700000
.step freq=1e+006


Measurement: aavg
  step	AVG(v(a))	FROM	TO
    15	0.000449258	0	0.001
    16	0.000355847	0	0.001
    17	0.000182902	0	0.001
    18	3.53652e-005	0	0.001
    19	-4.52028e-005	0	0.001

Measurement: bim
  step	AVG(-(v(b)-bavg)*sin(360*time*freq))	FROM	TO
     1	0.0146956	0	0.1
     2	-0.0237757	0	0.0333333
     3	-0.0250761	0	0.01
     4	0.0253159	0	0.005
     5	-0.0257098	0	0.00333333
     6	0.0262518	0	0.0025
     7	-0.0269245	0	0.002
     8	-0.0285453	0	0.00142857
     9	0.00307685	0	0.001
    10	0.00175364	0	0.001
    11	0.000728784	0	0.001
    12	0.000370587	0	0.001
    13	0.000295312	0	0.001
    14	0.000237284	0	0.001
    15	7.26611e-005	0	0.001
    16	-5.67719e-005	0	0.001
    17	-0.000159677	0	0.001
    18	-0.000142366	0	0.001
    19	0.000162786	0	0.001

Measurement: cre
  step	AVG((v(c)-cavg)*cos(360*time*freq))	FROM	TO
     1	-0.00203058	0	0.1
     2	0.0012615	0	0.0333333
     3	0.00666361	0	0.01
     4	-0.0134266	0	0.005
     5	0.0204137	0	0.00333333
     6	-0.0277787	0	0.0025
     7	0.0355492	0	0.002
     8	0.05247	0	0.00142857
     9	-0.00798684	0	0.001
    10	-0.00707235	0	0.001
    11	-0.00234005	0	0.001
    12	0.000157986	0	0.001
    13	0.00101563	0	0.001
    14	0.00193798	0	0.001
    15	0.00475791	0	0.001
    16	0.00721829	0	0.001
    17	0.00899937	0	0.001
    18	0.00757077	0	0.001
    19	0.00386052	0	0.001

Measurement: cim
  step	AVG(-(v(c)-cavg)*sin(360*time*freq))	FROM	TO
     1	0.000655245	0	0.1
     2	-0.00254687	0	0.0333333
     3	-0.00210701	0	0.01
     4	0.00231563	0	0.005
     5	-0.00277942	0	0.00333333
     6	0.00355242	0	0.0025
     7	-0.0047933	0	0.002
     8	-0.00960513	0	0.00142857
     9	0.00269788	0	0.001
    10	0.0126069	0	0.001
    11	0.0133379	0	0.001
    12	0.0121954	0	0.001
    13	0.0117441	0	0.001
    14	0.0114531	0	0.001
    15	0.0106263	0	0.001
    16	0.00878136	0	0.001
    17	0.00354933	0	0.001
    18	-0.000595704	0	0.001
    19	-0.00264099	0	0.001

Measurement: gain_db
  step	20*log10(hypot(bre,bim) / hypot(are,aim))
     1	73.7482
     2	66.6494
     3	49.1673
     4	37.4965
     5	30.6028
     6	25.7329
     7	22.006
     8	16.5181
     9	10.944
    10	1.73644
    11	-2.61324
    12	-7.03407
    13	-9.31293
    14	-11.2799
    15	-14.6381
    16	-17.0247
    17	-20.7003
    18	-24.9849
    19	-22.6598

Measurement: phase
  step	mod(atan2(bim, bre) - atan2(aim, are)+180,360)-180
     1	133.463
     2	75.7331
     3	29.2314
     4	20.4501
     5	20.0439
     6	21.5689
     7	23.8602
     8	29.2181
     9	37.2975
    10	58.6206
    11	71.763
    12	86.281
    13	93.2791
    14	97.1986
    15	88.6248
    16	72.8987
    17	44.7926
    18	12.9524
    19	-163.61

Measurement: kco_db
  step	20*log10(hypot(bre,bim) / hypot(cre,cim))
     1	21.375
     2	18.8868
     3	11.0972
     4	5.38133
     5	1.92426
     6	-0.559791
     7	-2.48669
     8	-5.4003
     9	-8.54572
    10	-14.3684
    11	-17.642
    12	-21.3742
    13	-23.422
    14	-25.2186
    15	-28.1592
    16	-29.9787
    17	-32.0073
    18	-34.2814
    19	-28.8452

Measurement: kco_phase
  step	mod(atan2(bim, bre) - atan2(cim, cre)+180,360)-180
     1	-18.1243
     2	-44.3758
     3	-72.5509
     4	-80.4851
     5	-82.8424
     6	-83.8558
     7	-84.3037
     8	-84.4168
     9	-83.8508
    10	-79.9191
    11	-75.7314
    12	-68.4071
    13	-63.2501
    14	-58.5249
    15	-56.6924
    16	-59.6443
    17	-62.6458
    18	-71.5505
    19	139.895

Measurement: kcomp_db
  step	20*log10(hypot(cre,cim) / hypot(are,aim))
     1	52.3732
     2	47.7626
     3	38.0701
     4	32.1152
     5	28.6786
     6	26.2927
     7	24.4927
     8	21.9184
     9	19.4897
    10	16.1049
    11	15.0288
    12	14.3402
    13	14.109
    14	13.9387
    15	13.5211
    16	12.9541
    17	11.307
    18	9.29653
    19	6.1854

Measurement: kcomp_phase
  step	mod(atan2(cim, cre) - atan2(aim, are)+180,360)-180
     1	151.588
     2	120.109
     3	101.782
     4	100.935
     5	102.886
     6	105.425
     7	108.164
     8	113.635
     9	121.148
    10	138.54
    11	147.494
    12	154.688
    13	156.529
    14	155.724
    15	145.317
    16	132.543
    17	107.438
    18	84.5029
    19	56.4944


Date: Mon Jun 25 14:20:22 2012
Total elapsed time: 5366.742 seconds.

tnom = 27
temp = 27
method = modified trap
totiter = 1639538
traniter = 1639104
tranpoints = 464410
accept = 344148
rejected = 120262
matrix size = 54
fillins = 21
solver = Normal
Thread vector: 21.5/15.0[3] 10.5/5.5[3] 1.7/1.9[1] 0.6/0.8[1]  2592/500
Matrix Compiler1: 3.02 KB object code size  2.8/1.2/[0.6]
Matrix Compiler2: off  [1.0]/1.7/1.7


