Circuit: * C:\dwh\dwh\doc\power_supply_design\designs\LTC3851A\LTC3851A_ex5_bode.asc

DWH: Results for .step param freq list 100 300 1k 2k 3k 4k 5k 7k 10k 20k 30k 50k 70k 100k 200k 300k 500k 700k 1Meg
     Run on Tui - 14597 seconds = 4 hours 3 minutes
     Tested with compensation components: Ra = 1.65k, Rb = 1.87k, R1 = 7.15k, C1 = 560p, C2 = 180p, resulting in compensator gain at fs,
     and DCR sensing/attenuation: As = 0.577, Cs = 100n so that Rsns = 1.5mOhm

Direct Newton iteration for .op point succeeded.
.step freq=100
.step freq=300
.step freq=1000
.step freq=2000
.step freq=3000
.step freq=4000
.step freq=5000
.step freq=7000
.step freq=10000
.step freq=20000
.step freq=30000
.step freq=50000
.step freq=70000
.step freq=100000
.step freq=200000
.step freq=300000
.step freq=500000
.step freq=700000
.step freq=1e+006


Measurement: aavg
  step	AVG(v(a))	FROM	TO
    18	-31.793
    19	-36.3505

Measurement: kco_phase
  step	mod(atan2(bim, bre) - atan2(cim, cre)+180,360)-180
     1	-130.314
     2	-98.8242
     3	-79.4158
     4	-77.6118
     5	-79.0863
     6	-80.3799
     7	-81.0727
     8	-81.4603
     9	-81.6047
    10	-77.9006
    11	-73.9835
    12	-69.9006
    13	-69.7788
    14	-74.1864
    15	-104.133
    16	-148.11
    17	-164.287
    18	-94.6678
    19	121.499

Measurement: kcomp_db
  step	20*log10(hypot(cre,cim) / hypot(are,aim))
     1	63.0633
     2	56.8844
     3	47.0438
     4	41.086
     5	37.6045
     6	35.119
     7	33.2155
     8	30.3634
     9	27.4303
    10	22.0555
    11	19.4202
    12	16.8875
    13	15.6289
    14	14.3953
    15	11.3084
    16	8.7707
    17	4.91651
    18	2.0827
    19	-1.10868

Measurement: kcomp_phase
  step	mod(atan2(cim, cre) - atan2(aim, are)+180,360)-180
     1	146.43
     2	116.156
     3	99.1118
     4	96.3453
     5	95.8925
     6	96.3387
     7	97.0355
     8	98.5348
     9	100.609
    10	109.629
    11	116.338
    12	123.785
    13	126.095
    14	125.155
    15	114.469
    16	105.712
    17	94.4759
    18	87.368
    19	79.3243

Measurement: kpwr_db
  step	20*log10(hypot(bre,bim) / hypot(dre,dim))
     1	-0.00943862
     2	0.00441454
     3	0.133594
     4	0.457069
     5	1.19384
     6	2.21892
     7	3.55419
     8	8.5196
     9	7.41582
    10	-12.5516
    11	-20.0277
    12	-27.9398
    13	-32.4582
    14	-36.801
    15	-44.7645
    16	-49.7288
    17	-56.2368
    18	-60.5346
    19	-64.8242

Measurement: kpwr_phase
  step	mod(atan2(bim, bre) - atan2(dim, dre)+180,360)-180
     1	-0.0766592
     2	-0.210926
     3	-0.788689
     4	-1.67226
     5	-2.6517
     6	-5.54608
     7	-8.50887
     8	-28.2536
     9	144.454
    10	-158.676
    11	-151.628
    12	-141.074
    13	-134.407
    14	-129.063
    15	-125.532
    16	-125.732
    17	-124.316
    18	-120.285
    19	-116.334


Date: Wed Jun 20 02:23:26 2012
Total elapsed time: 14597.260 seconds.

tnom = 27
temp = 27
method = modified trap
totiter = 3746997
traniter = 3746949
tranpoints = 1123667
accept = 815024
rejected = 308645
matrix size = 68
fillins = 33
solver = Normal
Thread vector: 24.4/19.9[3] 11.6/7.6[3] 1.5/1.7[1] 0.8/1.2[1]  2592/500
Matrix Compiler1: 4.61 KB object code size  3.7/2.1/[0.9]
Matrix Compiler2: 5.04 KB object code size  1.3/2.2/[1.3]


