Circuit: * C:\dwh\dwh\doc\power_supply_design\designs\LTC3851A\LTC3851A_ex5_bode.asc

DWH: Results for .step param freq list 100 300 1k 2k 3k 4k 5k 7k 10k 20k 30k 50k 70k 100k 200k 300k 500k 700k 1Meg
     Run on Tui - 15829 seconds = 4 hours 24 minutes
     Moved the low-frequency zero down to ~10kHz
     Tested with compensation components: Ra = 1.65k, Rb = 1.87k, R1 = 7.15k, C1 = 2700p, C2 = 180p, resulting in compensator gain at fs,
     and DCR sensing/attenuation: As = 0.577, Cs = 100n so that Rsns = 1.5mOhm

Direct Newton iteration for .op point succeeded.
.step freq=100
.step freq=300
.step freq=1000
.step freq=2000
.step freq=3000
.step freq=4000
.step freq=5000
.step freq=7000
.step freq=10000
.step freq=20000
.step freq=30000
.step freq=50000
.step freq=70000
.step freq=100000
.step freq=200000
.step freq=300000
.step freq=500000
.step freq=700000
.step freq=1e+006


Measurement: aavg
  step	AVG(v(a))	FROM	TO
    15	-19.6137
    16	-21.5743
    17	-9.23483
    18	-31.3844
    19	-36.5827

Measurement: kco_phase
  step	mod(atan2(bim, bre) - atan2(cim, cre)+180,360)-180
     1	-130.499
     2	-98.961
     3	-79.5212
     4	-77.6724
     5	-79.1547
     6	-80.5191
     7	-81.1007
     8	-81.4998
     9	-82.6629
    10	-78.1309
    11	-74.3082
    12	-69.8446
    13	-69.9806
    14	-74.0719
    15	-103.947
    16	-150.336
    17	-164.62
    18	-92.8589
    19	120.046

Measurement: kcomp_db
  step	20*log10(hypot(cre,cim) / hypot(are,aim))
     1	55.4446
     2	45.6978
     3	35.405
     4	29.5642
     5	26.3097
     6	24.1839
     7	22.6937
     8	20.7688
     9	19.2709
    10	17.6049
    11	17.1129
    12	16.5413
    13	15.988
    14	15.0561
    15	11.7978
    16	9.0571
    17	5.03882
    18	2.14755
    19	-1.07554

Measurement: kcomp_phase
  step	mod(atan2(cim, cre) - atan2(aim, are)+180,360)-180
     1	109.589
     2	98.6308
     3	98.6338
     4	103.679
     5	109.228
     6	114.621
     7	119.51
     8	127.437
     9	136.503
    10	148.834
    11	151.451
    12	149.1
    13	144.167
    14	136.392
    15	117.503
    16	106.856
    17	94.7531
    18	87.4792
    19	79.3533

Measurement: kpwr_db
  step	20*log10(hypot(bre,bim) / hypot(dre,dim))
     1	-0.00957259
     2	0.00385147
     3	0.132388
     4	0.456318
     5	1.18715
     6	2.20805
     7	3.55336
     8	8.53148
     9	9.01016
    10	-12.3398
    11	-19.8639
    12	-27.8643
    13	-32.4245
    14	-36.7876
    15	-44.7722
    16	-49.726
    17	-56.2367
    18	-60.5251
    19	-64.7758

Measurement: kpwr_phase
  step	mod(atan2(bim, bre) - atan2(dim, dre)+180,360)-180
     1	-0.0769122
     2	-0.21327
     3	-0.791383
     4	-1.66759
     5	-2.69944
     6	-5.50237
     7	-8.50608
     8	-28.6462
     9	145.158
    10	-158.853
    11	-152.059
    12	-141.314
    13	-134.545
    14	-129.137
    15	-125.483
    16	-125.744
    17	-124.313
    18	-120.304
    19	-116.541


Date: Wed Jun 20 14:46:36 2012
Total elapsed time: 15829.511 seconds.

tnom = 27
temp = 27
method = modified trap
totiter = 3737620
traniter = 3737572
tranpoints = 1121639
accept = 813570
rejected = 308069
matrix size = 68
fillins = 33
solver = Normal
Thread vector: 24.1/19.7[3] 11.6/7.6[3] 1.6/1.6[1] 0.8/1.0[1]  2592/500
Matrix Compiler1: 4.61 KB object code size  3.7/2.0/[0.9]
Matrix Compiler2: off  [1.3]/2.2/1.4


